DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL,Symbol,Abundace,Symbol Key CM,Symbol Key S,Abundance Key S,Abunance Key P
Forcarei,Beryllium,Pegmatite,42.5923,-8.3509,Spain,,Be,0.00028,,,,
Galicia,Beryllium,Non-pegmatite,42.575111,-8.133866,Spain,,Be,0.00028,,,,
Ratnapura,Beryllium,Non-pegmatite,6.666667,80.4,Sri Lanka,,Be,0.00028,,,,
Sri Lanka,Beryllium,Pegmatite,7.5653,80.4303,Sri Lanka,,Be,0.00028,,,,
Elahera,Beryllium,Non-pegmatite,7.715,80.784722,Sri Lanka,,Be,0.00028,,,,
Högsbo,Beryllium,Pegmatite,57.663611,11.945556,Sweden,,Be,0.00028,,,,
Klintberget,Beryllium,Pegmatite,59.983333,13.933333,Sweden,,Be,0.00028,,,,
Långban,Beryllium,Pegmatite,59.853611,14.259444,Sweden,,Be,0.00028,,,,
Stora Vika,Beryllium,Pegmatite,58.933333,17.8,Sweden,,Be,0.00028,,,,
Stockholm area,Beryllium,Pegmatite,59.329444,18.068611,Sweden,,Be,0.00028,,,,
Rånö,Beryllium,Pegmatite,58.9331,18.1831,Sweden,,Be,0.00028,,,,
Norrö,Beryllium,Pegmatite,59.5,18.266667,Sweden,,Be,0.00028,,,,
Utö,Beryllium; Lithium,Pegmatite,58.966667,18.316667,Sweden,,"Be, Li",null,,,,
Nyköping,Beryllium,Pegmatite,58.983333,18.333333,Sweden,,Be,0.00028,,,,
Ytterby,Beryllium,Pegmatite,59.426667,18.353333,Sweden,,Be,0.00028,,,,
Varuträsk,Beryllium; Lithium,Pegmatite,64.800833,20.741111,Sweden,,"Be, Li",null,,,,
Blauberg,Beryllium,Non-pegmatite,46.62,8.49,Switzerland,,Be,0.00028,,,,
Griesserental,Beryllium,Non-pegmatite,46.766667,8.733333,Switzerland,,Be,0.00028,,,,
Rangkul',Beryllium,Pegmatite,38.473056,74.253889,Tajikistan,,Be,0.00028,,,,
Phuket Island,Beryllium,Non-pegmatite,7.89,98.3983,Thailand,,Be,0.00028,,,,
Khao Kata Kwham,Beryllium,Non-pegmatite,8.583333,98.5,Thailand,,Be,0.00028,,,,
Perga,Beryllium,Non-pegmatite,51.39806,27.89444,Ukraine,,Be,0.00028,,,,
Korosten pluton,Beryllium,Pegmatite,51,28.5,Ukraine,,Be,0.00028,,,,
Seward Peninsula,Beryllium,Skarn and Greisen-Hosted Be-F,65.536944,-167.143333,United States of America,Alaska,Be,0.00028,,,,
Golden Horn batholith,Beryllium,Pegmatite,48.524167,-120.653056,United States of America,Washington,Be,0.00028,,,,
Oreana,Beryllium,Non-pegmatite,38.865,-119.47722,United States of America,Nevada,Be,0.00028,,,,
Steamboat Springs,Beryllium,Pegmatite,38.588889,-119.377778,United States of America,Nevada,Be,0.00028,,,,
Mount Wheeler,Beryllium,Veins,38.6776931,-119.1168176,United States of America,Nevada,Be,0.00028,,,,
Birch Creek,Beryllium,Non-pegmatite,37.374444,-118.136111,United States of America,California,Be,0.00028,,,,
Golconda,Beryllium,Pegmatite,40.95,-117.483333,United States of America,Nevada,Be,0.00028,,,,
Pala Chief Mine,Beryllium,Pegmatite,33.3875,-117.051389,United States of America,California,Be,0.00028,,,,
Mesa Mountain,Beryllium,Pegmatite,33.293056,-116.964722,United States of America,California,Be,0.00028,,,,
Rincon Mountain,Beryllium,Pegmatite,33.288056,-116.958333,United States of America,California,Be,0.00028,,,,
Clark Extension,Beryllium,Pegmatite,33.257778,-116.937778,United States of America,California,Be,0.00028,,,,
Himalaya,Beryllium,Pegmatite,33.211944,-116.797778,United States of America,California,Be,0.00028,,,,
Sawtooth,Beryllium,Pegmatite,43.912778,-115.891389,United States of America,Idaho,Be,0.00028,,,,
McCullough Butte,Beryllium,Carbonate-hosted Be,35.602893,-115.180082,United States of America,Nevada,Be,0.00028,,,,
Alphabet Group Prospect,Beryllium,Pegmatite,43.952778,-114.981111,United States of America,Idaho,Be,0.00028,,,,
Magnet Cove,Beryllium,Pegmatite,34.883333,-113.95,United States of America,Arizona,Be,0.00028,,,,
Rodenhouse Wash,Beryllium,Pegmatite/granite Be,40.118333,-113.798333,United States of America,Utah,Be,0.00028,,,,
Gold Hill,Beryllium,Veins,40.161389,-113.79,United States of America,Utah,Be,0.00028,,,,
Honeycomb Hills,Beryllium,Non-pegmatite,39.705833,-113.586944,United States of America,Utah,Be,0.00028,,,,
Tungstona mine,Beryllium,Non-pegmatite,34.629444,-113.154167,United States of America,Arizona,Be,0.00028,,,,
Black Pearl mine,Beryllium,Non-pegmatite,34.687222,-113.034444,United States of America,Arizona,Be,0.00028,,,,
Wah-Wah,Beryllium,Non-pegmatite,38.439444,-112.715833,United States of America,Utah,Be,0.00028,,,,
Sheeprock,Beryllium,Skarn and Greisen-Hosted Be-F,39.937778,-112.508611,United States of America,Utah,Be,0.00028,,,,
Black Mountains,Beryllium,Non-pegmatite,33.4797901,-107.7455959,United States of America,New Mexico,Be,0.00028,,,,
Silverton,Beryllium,Non-pegmatite,37.811941,-107.6645057,United States of America,Colorado,Be,0.00028,,,,
Iron Mountain,Beryllium,Carbonate-hosted Be,33.469722,-107.636944,United States of America,New Mexico,Be,0.00028,,,,
Apache Warm Springs,Beryllium,Volcanogenic-hosted Be,33.561944,-107.595556,United States of America,New Mexico,Be,0.00028,,,,
Brown Derby,Beryllium,Pegmatite,38.541667,-106.625556,United States of America,Colorado,Be,0.00028,,,,
Mount Antero,Beryllium,Non-pegmatite,38.673889,-106.246944,United States of America,Colorado,Be,0.00028,,,,
Harding,Beryllium; Lithium,Pegmatite,36.19264771,-105.7948219,United States of America,New Mexico,"Be, Li",null,,,,
Meyers Ranch,Beryllium,Pegmatite,38.793056,-105.595278,United States of America,Colorado,Be,0.00028,,,,
Cornudas Mountain,Beryllium,Non-pegmatite,32.049444,-105.525,United States of America,New Mexico,Be,0.00028,,,,
Wind Mountain,Beryllium,Pegmatite,32.025278,-105.515278,United States of America,New Mexico,Be,0.00028,,,,
Sierra Blanca,Beryllium,Carbonate-hosted Be,31.2875,-105.451667,United States of America,Texas,Be,0.00028,,,,
Boomer mine,Beryllium,Skarn and Greisen-Hosted Be-F,39.076389,-105.448333,United States of America,Colorado,Be,0.00028,,,,
Redskin Granite,Beryllium,Non-pegmatite,39.099167,-105.417778,United States of America,Colorado,Be,0.00028,,,,
Big Bertha,Beryllium,Pegmatite,39.336944,-105.2175,United States of America,Colorado,Be,0.00028,,,,
Twin Cedars,Beryllium,Pegmatite,39.381389,-105.211389,United States of America,Colorado,Be,0.00028,,,,
Pidlite,Beryllium,Pegmatite,35.9867,-104.9191,United States of America,New Mexico,Be,0.00028,,,,
Pikes Peak,Beryllium,Pegmatite,38.8175,-104.914167,United States of America,Colorado,Be,0.00028,,,,
St. Peter's Dome,Beryllium,Pegmatite,38.7475,-104.911111,United States of America,Colorado,Be,0.00028,,,,
Tip Top,Beryllium,Pegmatite,43.715556,-103.669444,United States of America,South Dakota,Be,0.00028,,,,
Roosevelt pegmatite,Beryllium,Pegmatite,43.7275,-103.6125,United States of America,South Dakota,Be,0.00028,,,,
Dan Patch,Beryllium,Pegmatite,43.894444,-103.441667,United States of America,South Dakota,Be,0.00028,,,,
Hugo,Beryllium,Pegmatite,43.871111,-103.425,United States of America,South Dakota,Be,0.00028,,,,
Peerless,Beryllium,Pegmatite,43.890278,-103.419444,United States of America,South Dakota,Be,0.00028,,,,
Etta,Beryllium,Pegmatite,43.880556,-103.418889,United States of America,South Dakota,Be,0.00028,,,,
Barringer Hill,Beryllium,Pegmatite,30.7062,-98.5554,United States of America,Texas,Be,0.00028,,,,
Llano County,Beryllium,Pegmatite,30.7581,-98.2281,United States of America,Texas,Be,0.00028,,,,
Hurricane Mountain,Beryllium,Pegmatite,35.885833,-82.278889,United States of America,North Carolina,Be,0.00028,,,,
South Toe River,Beryllium,Pegmatite,35.805278,-82.213056,United States of America,North Carolina,Be,0.00028,,,,
Gaston McDowell,Beryllium,Pegmatite,35.835556,-82.173611,United States of America,North Carolina,Be,0.00028,,,,
McKinney,Beryllium,Pegmatite,35.916667,-82.066667,United States of America,North Carolina,Be,0.00028,,,,
Wiseman,Beryllium,Pegmatite,35.916667,-82.066667,United States of America,North Carolina,Be,0.00028,,,,
Brush Creek Mountain,Beryllium,Pegmatite,35.882222,-82.056944,United States of America,North Carolina,Be,0.00028,,,,
Plumtree,Beryllium,Pegmatite,36.059722,-82.010833,United States of America,North Carolina,Be,0.00028,,,,
Bessemer City,Beryllium,Pegmatite,35.337942,-81.310106,United States of America,North Carolina,Be,0.00028,,,,
Hiddenite,Beryllium,Non-pegmatite,35.9,-81.083333,United States of America,North Carolina,Be,0.00028,,,,
Franklin,Beryllium; Gallium,Pegmatite; Ga in Clastic-dominated Pb-Zn,41.11566875,-74.58743757,United States of America,New Jersey,"Be, Ga",null,,,,
Ridgefield,Beryllium,Pegmatite,41.293056,-73.516389,United States of America,Connecticut,Be,0.00028,,,,
Brookfield,Beryllium,Pegmatite,41.4825,-73.409444,United States of America,Connecticut,Be,0.00028,,,,
Danbury line,Beryllium,Pegmatite,41.451111,-73.395,United States of America,Connecticut,Be,0.00028,,,,
Biermann,Beryllium,Pegmatite,41.354167,-73.350556,United States of America,Connecticut,Be,0.00028,,,,
East Village pegmatite,Beryllium,Pegmatite,41.365833,-73.184722,United States of America,Connecticut,Be,0.00028,,,,
Smith-Bullock,Beryllium,Pegmatite,43.6115,-71.7929,United States of America,New Hampshire,Be,0.00028,,,,
Crooker pegmatite,Beryllium,Pegmatite,44.544167,-70.723611,United States of America,Maine,Be,0.00028,,,,
Dunton Gem Quarry,Beryllium,Pegmatite,44.542778,-70.723056,United States of America,Maine,Be,0.00028,,,,
Newry,Beryllium,Pegmatite,44.544444,-70.721111,United States of America,Maine,Be,0.00028,,,,
Rockport,Beryllium,Pegmatite,42.6556,-70.6208,United States of America,Massachusetts,Be,0.00028,,,,
Mount Mica,Beryllium; Lithium,Pegmatite,44.26919654,-70.47330822,United States of America,Maine,"Be, Li",null,,,,
Peg Claims,Beryllium,Pegmatite,44.1203,-69.24,United States of America,Maine,Be,0.00028,,,,
Kafubu,Beryllium,Non-pegmatite,-12.828056,28.193333,Zambia,,Be,0.00028,,,,
Filabusi,Beryllium,Non-pegmatite,-20.53981,29.28281,Zimbabwe,,Be,0.00028,,,,
Mweza,Beryllium,Non-pegmatite,-20.916668,29.933332,Zimbabwe,,Be,0.00028,,,,
Fort Victoria,Beryllium,Non-pegmatite,-20.07444,30.83278,Zimbabwe,,Be,0.00028,,,,
Harare,Beryllium,Pegmatite,-17.863889,31.029722,Zimbabwe,,Be,0.00028,,,,
Kambalda,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-31.636,121.649,Australia,,Co,0.0025,,,,
Mount Keith,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-27.713,120.533,Australia,,Co,0.0025,,,,
Savannah,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-17.353,128.022,Australia,,Co,0.0025,,,,
Americano do Brasil,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-16.103,-50.075,Brazil,,Co,0.0025,,,,
Fortaleza de Minas,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-20.997,-48.499,Brazil,,Co,0.0025,,,,
Santa Rita,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-14.185,-39.725,Brazil,,Co,0.0025,,,,
Dumont,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,48.649,-78.442,Canada,,Co,0.0025,,,,
Ferguson Lake,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.917,-96.967,Canada,,Co,0.0025,,,,
Makwa,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,50.467,-95.433,Canada,,Co,0.0025,,,,
Nunavik,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.574,-73.26,Canada,,Co,0.0025,,,,
Raglan,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.593,-74.291,Canada,,Co,0.0025,,,,
Shakespeare,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,46.35,-81.833,Canada,,"Co, PGE",null,,,,
Sudbury Complex,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Sudbury,46.633,-81.383,Canada,,"Co, PGE",null,,,,
Thompson,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,53.761,-98.814,Canada,,Co,0.0025,,,,
Turnagain,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,58.476,-128.828,Canada,,Co,0.0025,,,,
Voisey's Bay,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,45.499,-73.57,Canada,,Co,0.0025,,,,
Wellgreen,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,60.75,-139.502,Canada,,Co,0.0025,,,,
Jinchuan,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,38.467,102.167,China,,"Co, PGE",null,,,,
Yangliuping,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,30.667,102,China,,"Co, PGE",null,,,,
Hitura,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic,63.842,25.051,Finland,,"Co, PGE",null,,,,
Kevitsa,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Atypical; pipe-like ore bodies,67.7,29.967,Finland,,"Co, PGE",null,,,,
Kotalahti,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.522,27.681,Finland,,Co,0.0025,,,,
Laukunkangas,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,62.045,28.77,Finland,,Co,0.0025,,,,
Stormi,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.332,24.903,Finland,,Co,0.0025,,,,
Bruvann,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,68.332,16.944,Norway,,Co,0.0025,,,,
Stormyra,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,61.344,9.658,Norway,,Co,0.0025,,,,
Ertelien,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,60.07,10.046,Norway,,Co,0.0025,,,,
Flåt,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,58.598,7.871,Norway,,Co,0.0025,,,,
NKT,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,67.94,32.82,Russia,,Co,0.0025,,,,
Pechenga,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,69.332,29.737,Russia,,Co,0.0025,,,,
Sopchuaivench,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,67.88,32.82,Russia,,Co,0.0025,,,,
Nkomati,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-25.667,30.5,South Africa,,Co,0.0025,,,,
Aguablanca,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic,37.85,-6.183,Spain,,"Co, PGE",null,,,,
Kabanga,Cobalt; Platinum-Group Elements,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,-2.867,30.583,Tanzania,,"Co, PGE",null,,,,
Eagle,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,46.748,-87.895,United States of America,Michigan,Co,0.0025,,,,
Mesaba,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.632,-91.883,United States of America,Minnesota,Co,0.0025,,,,
Northmet,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.6,-91.967,United States of America,Minnesota,Co,0.0025,,,,
Twin Metals,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,47.801,-91.756,United States of America,Minnesota,Co,0.0025,,,,
Munali,Cobalt,Magmatic Ni-Cu(-Co-PGE) sulfide,-15.997,28.001,Zambia,,Co,0.0025,,,,
Browns,Cobalt,Stratiform sediment-hosted Cu-Co,-13.068,131.079,Australia,,Co,0.0025,,,,
Emmie Bluff,Cobalt,Stratiform sediment-hosted Cu-Co,-31.1,137.167,Australia,,Co,0.0025,,,,
Mount Gunson,Cobalt,Stratiform sediment-hosted Cu-Co,-31.45,137.25,Australia,,Co,0.0025,,,,
Pyrite Hill-Big Hill,Cobalt,Stratiform sediment-hosted Cu-Co,-32.117,141.2,Australia,,Co,0.0025,,,,
Windabout,Cobalt,Stratiform sediment-hosted Cu-Co,-31.3,137.16,Australia,,Co,0.0025,,,,
Tangdan,Cobalt,Stratiform sediment-hosted Cu-Co,26.117,103.167,China,,Co,0.0025,,,,
Deziwa,Cobalt,Stratiform sediment-hosted Cu-Co,-10.775,25.768,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Dilala East,Cobalt,Stratiform sediment-hosted Cu-Co,-10.7,25.467,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
DIMA,Cobalt,Stratiform sediment-hosted Cu-Co,-10.741,25.375,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Disele,Cobalt,Stratiform sediment-hosted Cu-Co,-10.754,26.254,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Écaille C,Cobalt,Stratiform sediment-hosted Cu-Co,-10.76,26.115,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Etoile,Cobalt,Stratiform sediment-hosted Cu-Co,-11.634,27.581,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kababankola,Cobalt,Stratiform sediment-hosted Cu-Co,-10.733,26.423,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kabolela,Cobalt,Stratiform sediment-hosted Cu-Co,-10.69,26.45,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kakanda,Cobalt,Stratiform sediment-hosted Cu-Co,-10.739,26.398,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kalukundi-Kii,Cobalt,Stratiform sediment-hosted Cu-Co,-10.624,25.909,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kambove,Cobalt,Stratiform sediment-hosted Cu-Co,-10.851,26.611,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kamfundwa,Cobalt,Stratiform sediment-hosted Cu-Co,-10.813,26.586,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kamoto-KOV-Musonie-Mupine,Cobalt,Stratiform sediment-hosted Cu-Co,-10.72,25.401,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kananga,Cobalt,Stratiform sediment-hosted Cu-Co,-10.677,25.477,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kazibizi,Cobalt,Stratiform sediment-hosted Cu-Co,-10.833,26.567,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kipapila,Cobalt,Stratiform sediment-hosted Cu-Co,-12.016,27.901,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kipoi Central,Cobalt,Stratiform sediment-hosted Cu-Co,-11.256,27.099,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kipoi North,Cobalt,Stratiform sediment-hosted Cu-Co,-11.256,27.099,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Kisanfu,Cobalt,Stratiform sediment-hosted Cu-Co,-10.774,25.975,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Luishia,Cobalt,Stratiform sediment-hosted Cu-Co,-11.167,27.008,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Luiswishi,Cobalt,Stratiform sediment-hosted Cu-Co,-11.514,27.417,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Lupoto,Cobalt,Stratiform sediment-hosted Cu-Co,-11.599,27.263,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
M'Sesa,Cobalt,Stratiform sediment-hosted Cu-Co,-10.85,26.583,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Mukondo,Cobalt,Stratiform sediment-hosted Cu-Co,-10.725,26.348,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Mutanda,Cobalt,Stratiform sediment-hosted Cu-Co,-10.786,25.813,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Mutoshi,Cobalt,Stratiform sediment-hosted Cu-Co,-10.65,25.505,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Tenke Fungurume,Cobalt,Stratiform sediment-hosted Cu-Co,-10.58,26.19,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Tilwezembe,Cobalt,Stratiform sediment-hosted Cu-Co,-10.8,25.692,Democratic Republic of the Congo,Kinshasa,Co,0.0025,,,,
Boleo,Cobalt,Stratiform sediment-hosted Cu-Co,27.333,-112.3,Mexico,,Co,0.0025,,,,
Kilembe,Cobalt,Stratiform sediment-hosted Cu-Co,0.217,30.05,Uganda,,Co,0.0025,,,,
Sheep Creek,Cobalt,Stratiform sediment-hosted Cu-Co,46.725,-110.895,United States of America,Montana,Co,0.0025,,,,
Baluba-Muliashi-Luanshya,Cobalt,Stratiform sediment-hosted Cu-Co,-13.5,28.378,Zambia,,Co,0.0025,,,,
Chambishi Southeast,Cobalt,Stratiform sediment-hosted Cu-Co,-12.66,28.048,Zambia,,Co,0.0025,,,,
Chibuluma-Chibuluma West,Cobalt,Stratiform sediment-hosted Cu-Co,-12.915,28.082,Zambia,,Co,0.0025,,,,
Chimiwungo,Cobalt,Stratiform sediment-hosted Cu-Co,-12.179,25.851,Zambia,,Co,0.0025,,,,
Chingola-Nchanga,Cobalt,Stratiform sediment-hosted Cu-Co,-12.507,27.867,Zambia,,Co,0.0025,,,,
Kalumbila,Cobalt,Stratiform sediment-hosted Cu-Co,-12.21,25.345,Zambia,,Co,0.0025,,,,
Malundwe,Cobalt,Stratiform sediment-hosted Cu-Co,-12.162,25.754,Zambia,,Co,0.0025,,,,
Mindola-Nkana N-S,Cobalt,Stratiform sediment-hosted Cu-Co,-12.796,28.182,Zambia,,Co,0.0025,,,,
Nama,Cobalt,Stratiform sediment-hosted Cu-Co,-12.257,27.621,Zambia,,Co,0.0025,,,,
Talvivaara,Cobalt; Gallium,Black-Shale-Hosted Ni-Cu-Zn-Co; Ga in Clastic-dominated Pb-Zn,63.983,28.167,Finland,,"Co, Ga",null,,,,
Basil,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-22.067,135.55,Australia,,Co,0.0025,,,,
Ernest Henry,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-20.433,140.7,Australia,,Co,0.0025,,,,
Greenmount,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-21.033,140.533,Australia,,Co,0.0025,,,,
Mount Oxide,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-19.483,139.467,Australia,,Co,0.0025,,,,
Rover 1,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-20.002,133.658,Australia,,Co,0.0025,,,,
Lala,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),26.1,101.9,China,,Co,0.0025,,,,
Guelb Moghrein,Cobalt,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),19.75,-14.383,Mauritania,,Co,0.0025,,,,
NICO,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,63.548,-116.751,Canada,,Co,0.0025,,,,
Werner Lake,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,50.469,-94.971,Canada,,Co,0.0025,,,,
Haarakumpu,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,66.424,28.574,Finland,,Co,0.0025,,,,
Juomasuo,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,66.289,29.2,Finland,,Co,0.0025,,,,
Kouvervaara,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,66.131,28.819,Finland,,Co,0.0025,,,,
Vähäjoki,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,66.112,25.279,Finland,,Co,0.0025,,,,
Skuterud,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,59.913,9.888,Norway,,Co,0.0025,,,,
Blackbird,Cobalt,Metasedimentary-rock-hosted Co-Cu-Au,45.123,-114.349,United States of America,Idaho,Co,0.0025,,,,
Chu Chu,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.381,-120.062,Canada,,Co,0.0025,,,,
Soucy No. 1,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,58.32,-69.87,Canada,,Co,0.0025,,,,
Windy Craggy,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,59.733,-137.733,Canada,,Co,0.0025,,,,
Deerni,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,34.395,100.131,China,,Co,0.0025,,,,
Dur'ngoi,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,34.334,100.238,China,,Co,0.0025,,,,
Luikonlahti,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,62.923,28.672,Finland,,Co,0.0025,,,,
Outokumpu,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,62.73,29.01,Finland,,Co,0.0025,,,,
Gaiskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.463,58.488,Russia,,Co,0.0025,,,,
Ishkinino,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.45,58.283,Russia,,Co,0.0025,,,,
Ivanovskoe,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,52.45,57.917,Russia,,Co,0.0025,,,,
Komsomolskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.23,56.97,Russia,,Co,0.0025,,,,
Letneye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.06,59.37,Russia,,Co,0.0025,,,,
Sibaiskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,52.7,58.63,Russia,,Co,0.0025,,,,
Kure,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,41.808,33.692,Turkey,,Co,0.0025,,,,
Turner Albright,Cobalt; Gallium,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,42,-123.757,United States of America,Oregon,"Co, Ga",null,,,,
Goroblagodat,Cobalt,Co in Fe-Cu-Co skarn,61.417,60.5,Russia,,Co,0.0025,,,,
Magnitogorsk,Cobalt; Gallium,Co in Fe-Cu-Co skarn; Ga in Kuroko Massive Sulfide,53.417,59.1,Russia,,"Co, Ga",null,,,,
Cornwall,Cobalt,Co in Fe-Cu-Co skarn,40.267,-76.4,United States of America,Pennsylvania,Co,0.0025,,,,
Cobalt-Gowganda,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),47.396,-79.686,Canada,,Co,0.0025,,,,
Bou Azzer,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),30.53,-6.91,Morocco,,Co,0.0025,,,,
Karakul,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),49.91,89.55,Russia,,Co,0.0025,,,,
Bell Creek-Neck-Minnamoolka,Cobalt,Ni-Co laterite,-18.137,144.789,Australia,,Co,0.0025,,,,
Cawse,Cobalt,Ni-Co laterite,-30.37777778,121.1538889,Australia,,Co,0.0025,,,,
Claude Hills,Cobalt,Ni-Co laterite,-26,129.3,Australia,,Co,0.0025,,,,
